volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_blowout_vol,hardware_parameters_dispense_speed,hardware_parameters_dispense_wait_time,hardware_parameters_asp_disp_cycles,hardware_parameters_post_asp_air_vol,hardware_parameters_post_retract_wait_time,hardware_parameters_pre_asp_air_vol,hardware_parameters_retract_speed
0.05,50.0,0.05082882882882882,50.82882882882882,1.6576576576576296,0.050131639928152776,25.244915049988776,14,success,28,0.0103,12,3.5,0.435,2,0.0,0,0.0,0.0,0.0,5.0
